1,0,0,0,0,1,0,0,0,0,1,0,2.9996,0,-18.6,1|
1,0,0,0,0,1,0,0,0,0,1,0,2.9996,0,-18.6,1|
1,0,0,0,0,1,0,0,0,0,1,0,2.9996,0,-18.6,1|
1,0,0,0,0,1,0,0,0,0,1,0,2.9996,0,-18.6,1|
1,0,0,0,0,1,0,0,0,0,1,0,2.9996,0,-18.6,1|
1,0,0,0,0,1,0,0,0,0,1,0,2.9996,0,-18.6,1|
1,0,0,0,0,1,0,0,0,0,1,0,2.9996,0,-18.6,1|
1,0,0,0,0,1,0,0,0,0,1,0,2.9996,0,-18.6,1|
1,0,0,0,0,1,0,0,0,0,1,0,2.9996,0,-18.6,1|
1,0,0,0,0,1,0,0,0,0,1,0,2.9996,0,-18.6,1|
0.696709,0,-0.717359,0,0,1,0,0,0.717359,0,0.696709,0,2.97196,0,-19.3561,1|
0.696709,0,-0.717359,0,0,1,0,0,0.717359,0,0.696709,0,2.97196,0,-19.3561,1|
0.696709,0,-0.717359,0,0,1,0,0,0.717359,0,0.696709,0,2.97196,0,-19.3561,1|
0.696709,0,-0.717359,0,0,1,0,0,0.717359,0,0.696709,0,2.97196,0,-19.3561,1|
0.696709,0,-0.717359,0,0,1,0,0,0.717359,0,0.696709,0,2.97196,0,-19.3561,1|
0.696709,0,-0.717359,0,0,1,0,0,0.717359,0,0.696709,0,2.97196,0,-19.3561,1|
0.696709,0,-0.717359,0,0,1,0,0,0.717359,0,0.696709,0,2.97196,0,-19.3561,1|
